latest.cost.attendance.academic_year,latest.cost.tuition.in_state,latest.cost.tuition.out_of_state,latest.admissions.sat_scores.25th_percentile.critical_reading,latest.admissions.sat_scores.25th_percentile.math,latest.admissions.sat_scores.75th_percentile.critical_reading,latest.admissions.sat_scores.75th_percentile.math,latest.admissions.sat_scores.average.overall,latest.admissions.act_scores.25th_percentile.cumulative,latest.admissions.act_scores.75th_percentile.cumulative,latest.admissions.act_scores.midpoint.cumulative,school.name,school.degrees_awarded.predominant,school.degrees_awarded.highest
28817.0,9970.0,9970.0,,,,,,,,,Carolina Christian College,Bachelor,Bachelor
23147.0,6126.0,16782.0,430.0,400.0,520.0,500.0,945.0,15.0,20.0,17.0,Winston-Salem State University,Bachelor,Graduate
19992.0,4630.0,8630.0,560.0,520.0,660.0,610.0,1157.0,19.0,25.0,22.0,Western Carolina University,Bachelor,Graduate
15771.0,5247.0,7331.0,,,,,,,,,Bismarck State College,Associate,Bachelor
20567.0,9118.0,9118.0,,,,,,,,19.0,Dickinson State University,Bachelor,Graduate
14090.0,3870.0,3870.0,,,,,,,,,Nueta Hidatsa Sahnish College,Associate,Bachelor
38013.0,24990.0,24990.0,,,,,,,,21.0,University of Jamestown,Bachelor,Graduate
18731.0,5520.0,5520.0,,,,,,,,,Lake Region State College,Associate,Associate
11969.0,3950.0,3950.0,,,,,,,,,Cankdeska Cikana Community College,Associate,Associate
33672.0,22356.0,22356.0,580.0,530.0,680.0,660.0,1159.0,21.0,26.0,,University of Mary,Bachelor,Graduate
20657.0,7979.0,11237.0,,,,,,,,20.0,Mayville State University,Bachelor,Graduate
19339.0,8702.0,8702.0,500.0,430.0,570.0,570.0,1051.0,18.0,24.0,20.0,Minot State University,Bachelor,Graduate
25605.0,10951.0,15570.0,,,,,,,,23.0,University of North Dakota,Bachelor,Graduate
17265.0,5974.0,6973.0,,,,,,,,,North Dakota State College of Science,Associate,Associate
16774.0,5388.0,6294.0,,,,,,,,,Dakota College at Bottineau,Associate,Associate
23716.0,11110.0,15764.0,,,,,1150.0,19.0,25.0,23.0,North Dakota State University-Main Campus,Bachelor,Graduate
16651.0,6128.0,6128.0,,,,,,,,,Williston State College,Associate,Associate
10012.0,4010.0,4010.0,,,,,,,,,Sitting Bull College,Associate,Graduate
31544.0,19700.0,19700.0,,,,,,,,,Trinity Bible College and Graduate School,Bachelor,Graduate
13655.0,2794.0,2794.0,,,,,,,,,Turtle Mountain Community College,Certificate,Bachelor
14309.0,4632.0,4632.0,,,,,,,,,United Tribes Technical College,Associate,Bachelor
20468.0,8514.0,13544.0,420.0,410.0,530.0,540.0,1041.0,17.0,24.0,20.0,Valley City State University,Bachelor,Graduate
22732.0,11350.0,11350.0,,,,,,,,,ETI Technical College of Niles,Certificate,Associate
27417.0,13450.0,13450.0,,,,,,,,,Herzing University-Akron,Associate,Bachelor
26284.0,13135.0,20815.0,460.0,440.0,600.0,590.0,1081.0,17.0,25.0,,University of Akron Main Campus,Bachelor,Graduate
15993.0,7723.0,15403.0,440.0,390.0,550.0,550.0,1040.0,16.0,23.0,,University of Akron Wayne College,Bachelor,Bachelor
14612.0,6800.0,6800.0,,,,,,,,,Allegheny Wesleyan College,Bachelor,Bachelor
53879.0,41375.0,41375.0,,,,,,,,,Art Academy of Cincinnati,Bachelor,Graduate
43434.0,31210.0,31210.0,505.0,530.0,610.0,598.0,1120.0,20.0,25.0,23.0,Ashland University,Bachelor,Graduate
28979.0,20230.0,20230.0,,,,,1020.0,15.0,25.0,21.0,Aultman College of Nursing and Health Sciences,Bachelor,Bachelor
55606.0,39832.0,39832.0,550.0,510.0,650.0,640.0,1194.0,22.0,29.0,24.0,Baldwin Wallace University,Bachelor,Graduate
12680.0,4698.0,7200.0,,,,,,,,,Belmont College,Associate,Associate
51862.0,37362.0,37362.0,430.0,430.0,550.0,580.0,976.0,16.0,22.0,,Bluffton University,Bachelor,Graduate
22070.0,6407.0,14395.0,,,,,,,,,Bowling Green State University-Firelands,Associate,Bachelor
33007.0,14460.0,22448.0,500.0,500.0,610.0,600.0,1117.0,19.0,26.0,23.0,Bowling Green State University-Main Campus,Bachelor,Graduate
23917.0,19580.0,19580.0,,,,,,,,,Bryant & Stratton College-Parma,Associate,Bachelor
57130.0,43234.0,43234.0,450.0,460.0,590.0,590.0,1068.0,18.0,25.0,23.0,Capital University,Bachelor,Graduate
85851.0,66608.0,66608.0,700.0,730.0,760.0,780.0,1513.0,32.0,34.0,34.0,Case Western Reserve University,Bachelor,Graduate
49320.0,37150.0,37150.0,580.0,550.0,690.0,670.0,1241.0,22.0,29.0,26.0,Cedarville University,Bachelor,Graduate
14764.0,5256.0,8016.0,,,,,,,,,Central Ohio Technical College,Associate,Bachelor
21929.0,8058.0,10058.0,,,,,,,,16.0,Central State University,Bachelor,Graduate
23858.0,14415.0,14415.0,,,,,,,,,Choffin Career  and Technical Center,Certificate,Certificate
28094.0,16836.0,16836.0,,,,,1090.0,15.0,25.0,20.0,The Christ College of Nursing and Health Sciences,Bachelor,Bachelor
32171.0,13976.0,29310.0,570.0,590.0,670.0,700.0,1282.0,24.0,29.0,27.0,University of Cincinnati-Main Campus,Bachelor,Graduate
12229.0,5517.0,10044.0,,,,,,,,,Cincinnati State Technical and Community College,Certificate,Bachelor
19165.0,6750.0,13982.0,,,,,,,,,University of Cincinnati-Clermont College,Associate,Bachelor
21784.0,7200.0,15998.0,,,,,,,,,University of Cincinnati-Blue Ash College,Associate,Bachelor
35017.0,24600.0,24600.0,,,,,,,,,Ohio Christian University,Bachelor,Graduate
16812.0,4393.0,8049.0,,,,,,,,,Clark State College,Certificate,Bachelor
64587.0,49400.0,49400.0,500.0,480.0,660.0,620.0,1193.0,23.0,29.0,23.0,Cleveland Institute of Art,Bachelor,Bachelor
61212.0,52880.0,52880.0,,,,,,,,,Cleveland Institute of Music,Bachelor,Graduate
27159.0,12988.0,18510.0,,,,,,,,23.0,Cleveland State University,Bachelor,Graduate
54443.0,40825.0,40825.0,,,,,,,,,Columbus College of Art & Design,Bachelor,Graduate
13381.0,5488.0,11224.0,,,,,,,,,Columbus State Community College,Certificate,Associate
11189.0,3249.0,7249.0,,,,,,,,,Cuyahoga Community College District,Certificate,Associate
29862.0,14130.0,14130.0,,,,,,,,,Davis College,Associate,Associate
65881.0,49140.0,49140.0,600.0,600.0,690.0,690.0,1335.0,25.0,31.0,26.0,University of Dayton,Bachelor,Graduate
53667.0,29320.0,29320.0,,,,,,,,20.0,Defiance College,Bachelor,Graduate
81900.0,67000.0,67000.0,660.0,660.0,730.0,760.0,1410.0,30.0,33.0,30.0,Denison University,Bachelor,Bachelor
13472.0,4499.0,8346.0,,,,,,,,,Edison State Community College,Certificate,Associate
54580.0,41164.0,41164.0,,,,,,,,23.0,The University of Findlay,Bachelor,Graduate
30696.0,9577.0,9577.0,,,,,,,,,Franklin University,Bachelor,Graduate
18358.0,7710.0,7710.0,,,,,,,,,Gods Bible School and College,Associate,Graduate
26627.0,15470.0,15470.0,,,,,,,,21.0,Good Samaritan College of Nursing and Health Science,Associate,Bachelor
47025.0,33650.0,33650.0,,,,,,,,22.0,Heidelberg University,Bachelor,Graduate
40572.0,27600.0,27600.0,,,,,,,,,Hiram College,Bachelor,Graduate
19171.0,5540.0,10290.0,,,,,,,,,Hocking College,Associate,Associate
65827.0,50500.0,50500.0,600.0,580.0,660.0,670.0,1298.0,25.0,32.0,27.0,John Carroll University,Bachelor,Graduate
30681.0,14817.0,14817.0,,,,,,,,,Hondros College of Nursing,Certificate,Associate
17513.0,7492.0,17342.0,,,,,,,,,Kent State University at Ashtabula,Associate,Bachelor
18635.0,7492.0,17342.0,,,,,,,,,Kent State University at East Liverpool,Associate,Bachelor
15936.0,7492.0,17342.0,,,,,,,,,Kent State University at Stark,Associate,Bachelor
18371.0,7492.0,17342.0,,,,,,,,,Kent State University at Trumbull,Associate,Bachelor
17539.0,7492.0,17342.0,,,,,,,,,Kent State University at Tuscarawas,Associate,Bachelor
18446.0,7492.0,17342.0,,,,,,,,,Kent State University at Salem,Associate,Bachelor
30567.0,13232.0,23082.0,510.0,500.0,630.0,610.0,1099.0,18.0,25.0,22.0,Kent State University at Kent,Bachelor,Graduate
16480.0,7492.0,17342.0,,,,,,,,,Kent State University at Geauga,Associate,Bachelor
87590.0,71520.0,71520.0,680.0,678.0,743.0,760.0,1429.0,31.0,33.0,33.0,Kenyon College,Bachelor,Bachelor
32839.0,16320.0,16320.0,,,,,1050.0,19.0,24.0,20.0,Kettering College,Bachelor,Graduate
50790.0,37634.0,37634.0,,,,,,,,20.0,Lake Erie College,Bachelor,Graduate
11859.0,3872.0,9235.0,,,,,,,,,Lakeland Community College,Associate,Associate
14578.0,4560.0,9120.0,,,,,,,,,James A. Rhodes State College,Certificate,Associate
34607.0,11534.0,11534.0,,,,,,,,,Ohio Business College-Sheffield,Certificate,Associate
37348.0,13695.0,13695.0,,,,,,,,,Ohio Business College-Sandusky,Certificate,Associate
9860.0,4265.0,8860.0,,,,,,,,,Lorain County Community College,Associate,Bachelor
45378.0,29500.0,29500.0,,,,,,,,20.0,Lourdes University,Bachelor,Graduate
49754.0,37160.0,37160.0,470.0,460.0,590.0,590.0,1081.0,18.0,24.0,21.0,Malone University,Bachelor,Graduate
53709.0,39652.0,39652.0,510.0,530.0,600.0,600.0,1088.0,17.0,24.0,21.0,Marietta College,Bachelor,Graduate
13026.0,6595.0,11225.0,,,,,,,,,Marion Technical College,Associate,Bachelor
30260.0,19470.0,19470.0,410.0,380.0,510.0,500.0,947.0,15.0,20.0,19.0,Mercy College of Ohio,Bachelor,Graduate
15352.0,7491.0,19407.0,,,,,,,,,Miami University-Hamilton,Bachelor,Graduate
14890.0,7491.0,19407.0,,,,,,,,,Miami University-Middletown,Bachelor,Bachelor
38757.0,18161.0,41221.0,610.0,610.0,690.0,700.0,1317.0,25.0,30.0,27.0,Miami University-Oxford,Bachelor,Graduate
21446.0,22080.0,22080.0,,,,,,,,19.0,Mount Carmel College of Nursing,Bachelor,Graduate
49276.0,36600.0,36600.0,460.0,450.0,620.0,620.0,1088.0,18.0,25.0,22.0,University of Mount Union,Bachelor,Graduate
49858.0,37158.0,37158.0,528.0,518.0,645.0,670.0,1131.0,18.0,25.0,22.0,Mount Vernon Nazarene University,Bachelor,Graduate
46719.0,38150.0,38150.0,470.0,460.0,580.0,560.0,1183.0,20.0,28.0,24.0,Mount St. Joseph University,Bachelor,Graduate
13935.0,6006.0,11766.0,,,,,,,,,Zane State College,Associate,Bachelor
44658.0,32665.0,32665.0,460.0,450.0,560.0,545.0,1017.0,17.0,22.0,,Muskingum University,Bachelor,Graduate
10118.0,4624.0,9103.0,,,,,,,,,North Central State College,Associate,Bachelor
17994.0,4698.0,9170.0,,,,,,,,,Northwest State Community College,Associate,Associate
26266.0,13875.0,13875.0,,,,,,,,,University of Northwestern Ohio,Associate,Graduate
87404.0,67366.0,67366.0,700.0,660.0,760.0,760.0,1447.0,31.0,34.0,32.0,Oberlin College,Bachelor,Graduate
47621.0,35720.0,35720.0,,,,,,,,,Ohio Dominican University,Bachelor,Graduate
53580.0,39800.0,39800.0,585.0,590.0,690.0,710.0,1252.0,24.0,29.0,25.0,Ohio Northern University,Bachelor,Graduate
24595.0,9584.0,36362.0,,,,,,,,,Ohio State University Agricultural Technical Institute,Associate,Associate
19487.0,9488.0,36266.0,,,,,,,,,Ohio State University-Lima Campus,Bachelor,Bachelor
23623.0,9488.0,36266.0,,,,,,,,,Ohio State University-Mansfield Campus,Associate,Bachelor
18928.0,9488.0,36266.0,,,,,,,,,Ohio State University-Marion Campus,Associate,Bachelor
22063.0,9488.0,36266.0,,,,,,,,,Ohio State University-Newark Campus,Associate,Bachelor
30305.0,13244.0,40022.0,640.0,670.0,720.0,760.0,1387.0,28.0,32.0,29.0,Ohio State University-Main Campus,Bachelor,Graduate
10777.0,6362.0,9444.0,,,,,,,,,Ohio University-Eastern Campus,Bachelor,Bachelor
11356.0,6362.0,9444.0,,,,,,,,,Ohio University-Chillicothe Campus,Bachelor,Bachelor
11607.0,6362.0,9444.0,,,,,,,,,Ohio University-Southern Campus,Associate,Bachelor
10984.0,6362.0,9444.0,,,,,,,,,Ohio University-Lancaster Campus,Associate,Bachelor
30586.0,14158.0,24838.0,550.0,540.0,650.0,640.0,1212.0,22.0,28.0,25.0,Ohio University-Main Campus,Bachelor,Graduate
11041.0,6362.0,9444.0,,,,,,,,,Ohio University-Zanesville Campus,Bachelor,Bachelor
22500.0,14798.0,14798.0,,,,,,,,,East Ohio College,Associate,Associate
14032.0,9619.0,10453.0,,,,,,,,,Trinity Health System School of Nursing,Certificate,Certificate
68424.0,53888.0,53888.0,,,,,,,,25.0,Ohio Wesleyan University,Bachelor,Bachelor
48321.0,35548.0,35548.0,,,,,1220.0,22.0,28.0,23.0,Otterbein University,Bachelor,Graduate
14436.0,5870.0,10502.0,,,,,,,,,Owens Community College,Associate,Associate
27427.0,15884.0,15884.0,,,,,,,,,Professional Skills Institute,Associate,Bachelor
25000.0,18000.0,18000.0,,,,,,,,,Rabbinical College Telshe,Bachelor,Graduate
35305.0,14440.0,14440.0,,,,,,,,,Fortis College-Centerville,Certificate,Associate
33716.0,20560.0,20560.0,,,,,,,,,University of Rio Grande,Associate,Graduate
47229.0,31468.0,31468.0,,,,,,,,,The Modern College of Design,Associate,Bachelor
21974.0,10626.0,17358.0,,,,,,,,,Shawnee State University,Bachelor,Graduate
11003.0,3675.0,8556.0,,,,,,,,,Sinclair Community College,Certificate,Bachelor
10755.0,4790.0,7886.0,,,,,,,,,Stark State College,Certificate,Associate
27696.0,16699.0,16699.0,,,,,,,,,Stautzenberger College-Maumee,Certificate,Associate
44580.0,34100.0,34100.0,590.0,520.0,700.0,650.0,1220.0,22.0,29.0,25.0,Franciscan University of Steubenville,Bachelor,Graduate
15244.0,5912.0,10818.0,,,,,,,,,Southern State Community College,Associate,Associate
23647.0,5748.0,8544.0,,,,,,,,,Terra State Community College,Certificate,Associate
48004.0,34790.0,34790.0,470.0,440.0,555.0,555.0,986.0,15.0,21.0,,Tiffin University,Bachelor,Graduate
26512.0,12744.0,22104.0,550.0,550.0,650.0,650.0,1235.0,23.0,29.0,25.0,University of Toledo,Bachelor,Graduate
50523.0,38990.0,38990.0,523.0,483.0,578.0,555.0,1097.0,20.0,26.0,23.0,Ursuline College,Bachelor,Graduate
47575.0,35745.0,35745.0,510.0,530.0,630.0,650.0,1193.0,20.0,27.0,23.0,Walsh University,Bachelor,Graduate
12847.0,4128.0,4152.0,,,,,,,,,Washington State College of Ohio,Associate,Associate
25676.0,16448.0,16448.0,,,,,,,,18.0,Wilberforce University,Bachelor,Graduate
43431.0,32082.0,32082.0,450.0,400.0,610.0,610.0,1029.0,16.0,23.0,20.0,Wilmington College,Bachelor,Graduate
57799.0,45940.0,45940.0,500.0,480.0,650.0,625.0,1179.0,21.0,28.0,23.0,Wittenberg University,Bachelor,Graduate
75656.0,61640.0,61640.0,630.0,590.0,740.0,720.0,1353.0,27.0,33.0,29.0,The College of Wooster,Bachelor,Bachelor
24373.0,11522.0,21222.0,,,,,,,,21.0,Wright State University-Main Campus,Bachelor,Graduate
16340.0,7728.0,17428.0,,,,,,,,21.0,Wright State University-Lake Campus,Bachelor,Bachelor
65476.0,50640.0,50640.0,553.0,550.0,660.0,650.0,1217.0,22.0,29.0,25.0,Xavier University,Bachelor,Graduate
21708.0,11113.0,11473.0,510.0,500.0,620.0,610.0,1120.0,19.0,25.0,21.0,Youngstown State University,Bachelor,Graduate
44743.0,33550.0,33550.0,,,,,,,,20.0,Oklahoma Wesleyan University,Bachelor,Graduate
46465.0,31190.0,31190.0,,,,,,,,,Southern Nazarene University,Bachelor,Graduate
19862.0,7095.0,16515.0,,,,,,,,,Cameron University,Bachelor,Graduate
23617.0,4380.0,9098.0,,,,,,,,,Carl Albert State College,Associate,Associate
26392.0,8818.0,19704.0,,,,,1090.0,18.0,24.0,21.0,University of Central Oklahoma,Bachelor,Graduate
17957.0,3792.0,7530.0,,,,,,,,,Connors State College,Associate,Associate
18459.0,8032.0,17842.0,460.0,440.0,560.0,560.0,1049.0,17.0,24.0,20.0,East Central University,Bachelor,Graduate
18546.0,4947.0,8384.0,,,,,,,,,Eastern Oklahoma State College,Associate,Associate
15510.0,5385.0,7951.0,,,,,,,,,Redlands Community College,Associate,Associate
26126.0,17714.0,17714.0,,,,,980.0,16.0,20.0,18.0,Randall University,Bachelor,Graduate
21394.0,6863.0,14616.0,,,,,,,,,Langston University,Bachelor,Graduate
20726.0,7230.0,11430.0,,,,,,,,,Murray State College,Associate,Associate
36273.0,20940.0,20940.0,,,,,,,,,Spartan College of Aeronautics and Technology,Associate,Bachelor
21551.0,7810.0,17290.0,438.0,428.0,593.0,543.0,1049.0,18.0,23.0,20.0,Northeastern State University,Bachelor,Graduate
15242.0,5083.0,12202.0,,,,,,,,,Northern Oklahoma College,Associate,Associate
18885.0,5213.0,11363.0,,,,,,,,,Northeastern Oklahoma A&M College,Associate,Associate
18672.0,5970.0,11664.0,420.0,383.0,518.0,518.0,1003.0,16.0,21.0,20.0,Northwestern Oklahoma State University,Bachelor,Graduate
39106.0,27180.0,27180.0,500.0,510.0,640.0,630.0,1122.0,19.0,26.0,23.0,Oklahoma Christian University,Bachelor,Graduate
15055.0,8092.0,8673.0,,,,,,,,,Oklahoma Panhandle State University,Bachelor,Bachelor
28290.0,10234.0,25754.0,530.0,510.0,630.0,620.0,1150.0,20.0,27.0,24.0,Oklahoma State University-Main Campus,Bachelor,Graduate
12881.0,3779.0,9564.0,,,,,,,,,Oklahoma State University-Oklahoma City,Associate,Bachelor
48695.0,35570.0,35570.0,540.0,530.0,630.0,610.0,1024.0,17.0,19.0,22.0,Oklahoma Baptist University,Bachelor,Graduate
11439.0,4059.0,9810.0,,,,,,,,,Oklahoma City Community College,Associate,Associate
47247.0,35648.0,35648.0,540.0,510.0,650.0,610.0,1177.0,21.0,27.0,25.0,Oklahoma City University,Bachelor,Graduate
28872.0,9797.0,27377.0,580.0,560.0,670.0,660.0,1246.0,23.0,29.0,26.0,University of Oklahoma-Norman Campus,Bachelor,Graduate
17256.0,5774.0,11384.0,,,,,,,,,Oklahoma State University Institute of Technology,Associate,Bachelor
50004.0,35470.0,35470.0,580.0,540.0,660.0,650.0,1196.0,22.0,28.0,23.0,Oral Roberts University,Bachelor,Graduate
21064.0,7750.0,16410.0,,,,,,,,,Rogers State University,Bachelor,Graduate
18655.0,5030.0,11407.0,,,,,,,,,Rose State College,Associate,Associate
20662.0,9000.0,20190.0,580.0,510.0,700.0,580.0,1152.0,21.0,26.0,,University of Science and Arts of Oklahoma,Bachelor,Bachelor
23353.0,5460.0,11790.0,,,,,,,,,Seminole State College,Associate,Associate
18594.0,7530.0,16740.0,490.0,490.0,593.0,593.0,1087.0,18.0,24.0,20.0,Southeastern Oklahoma State University,Bachelor,Graduate
33305.0,21900.0,21900.0,,,,,,,,,Southwestern Christian University,Bachelor,Graduate
23334.0,8469.0,8499.0,,,,,,,,20.0,Southwestern Oklahoma State University,Bachelor,Graduate
12900.0,3792.0,9720.0,,,,,,,,,Tulsa Community College,Associate,Associate
64459.0,50061.0,50061.0,610.0,613.0,760.0,770.0,1389.0,25.0,34.0,26.0,University of Tulsa,Bachelor,Graduate
15372.0,5586.0,9954.0,,,,,,,,,Western Oklahoma State College,Associate,Associate
20650.0,7076.0,9754.0,,,,,,,,,Blue Mountain Community College,Associate,Associate
19753.0,5049.0,13545.0,,,,,,,,,Central Oregon Community College,Associate,Associate
16151.0,6345.0,14040.0,,,,,,,,,Chemeketa Community College,Associate,Associate
11085.0,6345.0,14265.0,,,,,,,,,Clackamas Community College,Associate,Associate
18567.0,5110.0,9610.0,,,,,,,,,Clatsop Community College,Associate,Associate
26718.0,11076.0,25431.0,,,,,,,,,Eastern Oregon University,Bachelor,Graduate
30849.0,17620.0,17620.0,,,,,,,,,New Hope Christian College-Eugene,Bachelor,Bachelor
58644.0,42750.0,42750.0,560.0,510.0,680.0,660.0,1197.0,20.0,29.0,23.0,George Fox University,Bachelor,Graduate
18699.0,6202.0,13078.0,,,,,,,,,Lane Community College,Associate,Associate
79987.0,64828.0,64828.0,,,,,,,,30.0,Lewis & Clark College,Bachelor,Graduate
65935.0,50850.0,50850.0,,,,,,,,,Linfield University,Bachelor,Graduate
18789.0,7317.0,15901.0,,,,,,,,,Linn-Benton Community College,Associate,Associate
17462.0,5247.0,9819.0,,,,,,,,,Mt Hood Community College,Associate,Associate
47143.0,35800.0,35800.0,,,,,1020.0,18.0,20.0,18.0,Bushnell University,Bachelor,Graduate
27524.0,13260.0,37196.0,500.0,500.0,650.0,620.0,1150.0,18.0,27.0,25.0,Oregon Institute of Technology,Bachelor,Graduate
31653.0,14400.0,38190.0,580.0,560.0,700.0,700.0,1290.0,24.0,31.0,25.0,Oregon State University,Bachelor,Graduate
34793.0,16137.0,44598.0,580.0,550.0,690.0,670.0,1272.0,23.0,30.0,,University of Oregon,Bachelor,Graduate
70376.0,49006.0,49006.0,,,,,,,,,Pacific Northwest College of Art,Bachelor,Graduate
72374.0,56374.0,56374.0,480.0,420.0,630.0,610.0,1090.0,18.0,29.0,23.0,Pacific University,Bachelor,Graduate
17934.0,5220.0,10440.0,,,,,,,,,Portland Community College,Associate,Associate
21590.0,11679.0,31074.0,,,,,,,,21.0,Portland State University,Bachelor,Graduate
73224.0,58100.0,58100.0,580.0,580.0,670.0,700.0,1277.0,25.0,31.0,29.0,University of Portland,Bachelor,Graduate
86376.0,69350.0,69350.0,680.0,610.0,750.0,770.0,1437.0,30.0,34.0,,Reed College,Bachelor,Graduate
18962.0,5256.0,6300.0,,,,,,,,,Rogue Community College,Associate,Associate
27636.0,12762.0,31887.0,,,,,,,,22.0,Southern Oregon University,Bachelor,Graduate
16274.0,7192.0,7192.0,,,,,,,,,Southwestern Oregon Community College,Associate,Associate
14990.0,6345.0,6795.0,,,,,,,,,Treasure Valley Community College,Certificate,Associate
17440.0,6104.0,6104.0,,,,,,,,,Umpqua Community College,Certificate,Associate
38948.0,22220.0,22220.0,,,,,,,,,Warner Pacific University,Bachelor,Bachelor
52019.0,40280.0,40280.0,,,,,,,,24.0,Corban University,Bachelor,Graduate
67501.0,51156.0,51156.0,640.0,600.0,730.0,710.0,1377.0,28.0,33.0,,Willamette University,Bachelor,Graduate
25062.0,11879.0,32534.0,,,,,,,,,Western Oregon University,Bachelor,Graduate
41093.0,28917.0,28917.0,,,,,,,,28.0,Bryn Athyn College of the New Church,Bachelor,Graduate
43711.0,29082.0,29082.0,,,,,,,,,Albright College,Bachelor,Graduate
19716.0,4842.0,12583.0,,,,,,,,,Community College of Allegheny County,Associate,Associate
71348.0,56550.0,56550.0,610.0,563.0,690.0,668.0,1275.0,25.0,30.0,26.0,Allegheny College,Bachelor,Bachelor
62745.0,46800.0,46800.0,550.0,540.0,640.0,620.0,1186.0,27.0,28.0,26.0,DeSales University,Bachelor,Graduate
57565.0,45000.0,45000.0,570.0,523.0,658.0,628.0,1170.0,,,,Alvernia University,Bachelor,Graduate
12556.0,7500.0,20700.0,,,,,,,,,Community College of Beaver County,Associate,Associate
64645.0,49610.0,49610.0,550.0,515.0,650.0,615.0,1190.0,,,25.0,Arcadia University,Bachelor,Graduate
83250.0,65920.0,65920.0,660.0,620.0,750.0,760.0,1396.0,29.0,33.0,,Bryn Mawr College,Bachelor,Graduate
83756.0,67812.0,67812.0,650.0,660.0,730.0,740.0,1410.0,30.0,33.0,31.0,Bucknell University,Bachelor,Graduate
11688.0,5683.0,13963.0,,,,,,,,,Bucks County Community College,Associate,Associate
12340.0,5910.0,12000.0,,,,,,,,,Butler County Community College,Associate,Associate
49327.0,35874.0,35874.0,500.0,460.0,598.0,570.0,1080.0,,,23.0,Carlow University,Bachelor,Graduate
83654.0,66246.0,66246.0,730.0,770.0,770.0,800.0,1546.0,34.0,35.0,34.0,Carnegie Mellon University,Bachelor,Graduate
57206.0,46314.0,46314.0,,,,,,,,25.0,Cedar Crest College,Bachelor,Graduate
27116.0,19854.0,19854.0,,,,,,,,,Central Penn College,Bachelor,Graduate
